Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AVY,AVY,AVY,AVY,AVY,AVY
Date,,,,,,
2025-04-17,169.9560546875,170.85000610351562,172.07000732421875,169.22999572753906,169.22999572753906,625600
2025-04-21,168.14556884765625,169.02999877929688,169.85000610351562,167.19000244140625,169.67999267578125,729600
2025-04-22,173.91522216796875,174.8300018310547,175.30999755859375,170.25999450683594,170.25999450683594,1150700
2025-04-23,169.35919189453125,170.25,176.64999389648438,168.92999267578125,173.47999572753906,1633200
2025-04-24,172.7115478515625,173.6199951171875,175.25,168.25999450683594,169.0,1241500
2025-04-25,169.8565673828125,170.75,173.5,168.8300018310547,172.8699951171875,695600
2025-04-28,169.3392791748047,170.22999572753906,172.41000366210938,168.5,171.35000610351562,932800
2025-04-29,170.8214874267578,171.72000122070312,172.8300018310547,169.57000732421875,169.82000732421875,870500
2025-04-30,170.21469116210938,171.11000061035156,171.35000610351562,168.08999633789062,170.22000122070312,766100
2025-05-01,168.52359008789062,169.41000366210938,171.4499969482422,168.8300018310547,169.8800048828125,619500
2025-05-02,170.52305603027344,171.4199981689453,172.75999450683594,170.05999755859375,172.58999633789062,615400
2025-05-05,170.03561401367188,170.92999267578125,172.08999633789062,169.6999969482422,171.0399932861328,628500
2025-05-06,169.29949951171875,170.19000244140625,170.88999938964844,168.63999938964844,170.17999267578125,583000
2025-05-07,170.76181030273438,171.66000366210938,173.1199951171875,169.8699951171875,171.0,915300
2025-05-08,172.1147003173828,173.02000427246094,174.83999633789062,171.77000427246094,172.94000244140625,559300
2025-05-09,171.29898071289062,172.1999969482422,173.8300018310547,171.94000244140625,172.91000366210938,292600
2025-05-12,182.3806915283203,183.33999633789062,183.72999572753906,176.2899932861328,176.52000427246094,1466700
2025-05-13,181.17703247070312,182.1300048828125,183.8000030517578,181.44000244140625,182.9600067138672,668800
2025-05-14,179.56549072265625,180.50999450683594,181.83999633789062,178.44000244140625,181.72000122070312,681700
2025-05-15,180.9183807373047,181.8699951171875,181.89999389648438,180.14999389648438,180.22999572753906,474100
2025-05-16,182.25137329101562,183.2100067138672,183.55999755859375,180.0399932861328,181.8699951171875,655400
2025-05-19,182.6094970703125,183.57000732421875,183.77999877929688,181.02999877929688,181.57000732421875,498700
2025-05-20,183.0074005126953,183.97000122070312,184.25,182.16000366210938,183.16000366210938,461000
2025-05-21,179.1775360107422,180.1199951171875,182.83999633789062,180.0,182.30999755859375,518400
2025-05-22,179.35659790039062,180.3000030517578,180.8699951171875,178.5,179.4499969482422,371200
2025-05-23,176.62098693847656,177.5500030517578,178.80999755859375,177.05999755859375,178.2899932861328,586600
2025-05-27,180.40110778808594,181.35000610351562,181.50999450683594,178.49000549316406,179.47000122070312,763600
2025-05-28,176.8298797607422,177.75999450683594,181.6300048828125,177.72000122070312,181.3699951171875,345900
2025-05-29,178.70999145507812,179.64999389648438,179.80999755859375,177.9199981689453,179.1199951171875,415000
2025-05-30,176.800048828125,177.72999572753906,179.52000427246094,175.6999969482422,179.30999755859375,1306700
2025-06-02,175.25814819335938,176.17999267578125,177.5500030517578,173.63999938964844,176.80999755859375,836200
2025-06-03,178.70999145507812,179.64999389648438,179.88999938964844,174.6999969482422,176.0,758800
2025-06-04,178.72999572753906,178.72999572753906,180.41000366210938,178.39999389648438,179.2899932861328,752600
2025-06-05,177.72000122070312,177.72000122070312,178.99000549316406,177.25999450683594,178.99000549316406,658600
2025-06-06,179.8699951171875,179.8699951171875,180.3699951171875,178.0500030517578,180.1999969482422,489700
2025-06-09,179.63999938964844,179.63999938964844,181.44000244140625,178.55999755859375,180.24000549316406,647200
2025-06-10,180.08999633789062,180.08999633789062,181.41000366210938,179.10000610351562,180.08999633789062,410500
2025-06-11,177.35000610351562,177.35000610351562,180.9600067138672,176.75999450683594,180.22000122070312,638700
2025-06-12,179.33999633789062,179.33999633789062,179.52000427246094,175.0,176.44000244140625,495800
2025-06-13,174.63999938964844,174.63999938964844,178.14999389648438,174.39999389648438,177.02999877929688,316000
2025-06-16,176.41000366210938,176.41000366210938,176.9499969482422,174.97999572753906,175.9600067138672,388600
2025-06-17,173.9499969482422,173.9499969482422,176.07000732421875,173.7899932861328,175.3000030517578,749200
2025-06-18,173.92999267578125,173.92999267578125,175.77000427246094,173.85000610351562,174.16000366210938,775200
2025-06-20,175.47999572753906,175.47999572753906,176.14999389648438,173.0800018310547,174.4600067138672,1308400
2025-06-23,179.3800048828125,179.3800048828125,179.72999572753906,175.5,175.5,1314900
2025-06-24,179.1300048828125,179.1300048828125,180.6699981689453,178.1999969482422,179.3800048828125,967300
2025-06-25,176.60000610351562,176.60000610351562,180.00999450683594,176.17999267578125,178.92999267578125,451400
2025-06-26,175.9499969482422,175.9499969482422,178.16000366210938,175.41000366210938,177.4499969482422,875000
2025-06-27,175.6300048828125,175.6300048828125,177.74000549316406,175.0800018310547,176.3000030517578,2489700
2025-06-30,175.47000122070312,175.47000122070312,175.63999938964844,174.08999633789062,175.11000061035156,967400
2025-07-01,181.0800018310547,181.0800018310547,183.35000610351562,175.74000549316406,175.9499969482422,1119800
2025-07-02,183.42999267578125,183.42999267578125,183.97999572753906,180.63999938964844,181.99000549316406,683000
2025-07-03,183.24000549316406,183.24000549316406,183.8000030517578,181.94000244140625,182.5399932861328,339800
2025-07-07,180.3000030517578,180.3000030517578,183.82000732421875,180.2899932861328,182.75999450683594,478800
2025-07-08,182.24000549316406,182.24000549316406,183.36000061035156,180.3000030517578,180.49000549316406,402000
2025-07-09,183.52000427246094,183.52000427246094,183.6999969482422,181.4199981689453,182.74000549316406,549200
2025-07-10,184.6300048828125,184.6300048828125,186.5800018310547,183.22999572753906,183.6300048828125,503400
2025-07-11,182.2100067138672,182.2100067138672,183.6199951171875,181.80999755859375,182.6999969482422,487000
2025-07-14,180.4499969482422,180.4499969482422,181.94000244140625,180.0399932861328,181.36000061035156,317900
2025-07-15,177.17999267578125,177.17999267578125,181.07000732421875,177.05999755859375,180.97999572753906,419800
2025-07-16,178.17999267578125,178.17999267578125,178.32000732421875,175.74000549316406,177.30999755859375,506700
2025-07-17,180.8000030517578,180.8000030517578,180.97000122070312,177.49000549316406,178.1300048828125,670100
2025-07-18,178.60000610351562,178.60000610351562,181.44000244140625,177.86000061035156,181.22999572753906,519100
2025-07-21,179.00999450683594,179.00999450683594,180.52999877929688,178.6999969482422,179.3000030517578,634000
2025-07-22,181.6699981689453,181.6699981689453,182.2100067138672,168.77999877929688,176.88999938964844,855600
2025-07-23,179.66000366210938,179.66000366210938,184.44000244140625,178.47999572753906,182.5399932861328,1144200
2025-07-24,178.4499969482422,178.4499969482422,180.94000244140625,176.85000610351562,179.89999389648438,1058900
2025-07-25,177.7899932861328,177.7899932861328,179.8000030517578,176.66000366210938,178.9600067138672,461300
2025-07-28,174.36000061035156,174.36000061035156,176.99000549316406,174.07000732421875,176.89999389648438,434600
2025-07-29,172.27000427246094,172.27000427246094,174.8699951171875,171.92999267578125,174.39999389648438,708500
2025-07-30,168.4199981689453,168.4199981689453,171.9499969482422,167.91000366210938,171.9499969482422,587200
2025-07-31,167.77000427246094,167.77000427246094,170.00999450683594,167.25,167.25,720300
2025-08-01,165.82000732421875,165.82000732421875,167.33999633789062,164.19000244140625,167.33999633789062,765700
2025-08-04,167.35000610351562,167.35000610351562,167.77999877929688,165.75,166.11000061035156,442100
2025-08-05,168.1699981689453,168.1699981689453,168.4600067138672,166.3000030517578,167.88999938964844,537600
2025-08-06,167.6199951171875,167.6199951171875,168.50999450683594,165.6300048828125,168.27999877929688,615400
2025-08-07,170.0,170.0,170.91000366210938,167.97999572753906,169.0399932861328,747100
2025-08-08,170.80999755859375,170.80999755859375,171.42999267578125,169.35000610351562,170.0800018310547,511900
2025-08-11,171.82000732421875,171.82000732421875,171.97000122070312,168.6300048828125,171.02999877929688,727500
2025-08-12,174.6699981689453,174.6699981689453,174.97000122070312,171.77000427246094,172.27000427246094,906000
2025-08-13,179.42999267578125,179.42999267578125,179.52999877929688,174.66000366210938,174.85000610351562,581200
2025-08-14,177.75999450683594,177.75999450683594,178.24000549316406,174.52999877929688,177.52000427246094,853500
